material_id,bandgap
8201588.vasp,1.046
8275610.vasp,0.961
43859.vasp,0.721
8587794.vasp,2.256
9941241.vasp,2.218
8256038.vasp,0.863
7913504.vasp,0.784
8212547.vasp,0.785
8287052.vasp,0.761
8290672.vasp,1.154
42770.vasp,0.759
5182237.vasp,2.476
5181758.vasp,2.486
8532845.vasp,3.976
8307378.vasp,3.811
5457463.vasp,1.368
8289500.vasp,2.563
5448166.vasp,1.845
8224852.vasp,2.838
8533093.vasp,4.414
8266122.vasp,4.312
8213321.vasp,4.314
8278961.vasp,7.391
8536253.vasp,8.181
8267168.vasp,7.974
8212538.vasp,7.97
8287055.vasp,8.058
8290675.vasp,7.742
1891316.vasp,7.944
8536726.vasp,2.438
8213255.vasp,2.504
8533158.vasp,1.237
8266131.vasp,1.246
8290678.vasp,1.126
7825814.vasp,1.152
8522292.vasp,1.437
8286921.vasp,1.322
8533143.vasp,1.563
8267179.vasp,1.636
8212535.vasp,1.483
8287058.vasp,1.444
8219857.vasp,1.577
43255.vasp,1.617
8275616.vasp,0.973
7728334.vasp,3.054
8995532.vasp,3.315
7913026.vasp,2.285
2066141.vasp,1.558
8224054.vasp,1.599
1951564.vasp,1.587
8231341.vasp,1.549
2610468.vasp,1.595
997232.vasp,1.599
8278970.vasp,1.211
8538197.vasp,0.542
8202076.vasp,0.674
8876080.vasp,0.694
9616948.vasp,0.553
6409993.vasp,0.558
2065809.vasp,1.899
2610827.vasp,1.356
5188809.vasp,5.361
2012568.vasp,3.98
2610538.vasp,3.995
993978.vasp,3.979
9405755.vasp,1.539
9406137.vasp,1.015
8432725.vasp,2.413
8212258.vasp,1.813
7823176.vasp,2.233
8267187.vasp,2.687
8313658.vasp,3.026
1891340.vasp,2.841
8212384.vasp,1.529
9038487.vasp,0.844
2010243.vasp,1.002
8305365.vasp,3.746
6315048.vasp,3.302
8305368.vasp,3.959
8289503.vasp,4.308
8281285.vasp,4.899
8306668.vasp,3.828
8275628.vasp,1.207
7816156.vasp,0.742
8531970.vasp,1.58
8275631.vasp,1.586
5457558.vasp,0.976
8267234.vasp,1.321
8266600.vasp,1.325
8290681.vasp,1.886
9700337.vasp,1.192
8218839.vasp,1.079
8201602.vasp,0.511
8249323.vasp,4.097
4780805.vasp,5.447
5186071.vasp,4.767
7820268.vasp,4.817
5270927.vasp,6.766
5182435.vasp,6.271
8213363.vasp,2.953
8267667.vasp,2.26
2005315.vasp,2.186
8533901.vasp,2.356
1951199.vasp,2.228
8231322.vasp,2.19
2610608.vasp,2.216
996977.vasp,2.238
8305927.vasp,3.905
8307285.vasp,2.619
7838196.vasp,2.945
8283538.vasp,1.913
8284434.vasp,1.413
6218096.vasp,4.728
6445355.vasp,1.76
8229591.vasp,2.064
8307299.vasp,2.057
8284051.vasp,0.762
9971117.vasp,2.077
8315050.vasp,2.034
8878671.vasp,1.305
2012929.vasp,3.06
1952523.vasp,2.986
2610821.vasp,2.986
997810.vasp,3.002
8286934.vasp,0.653
8267242.vasp,0.656
8266607.vasp,0.66
44296.vasp,0.656
8307753.vasp,0.505
2010223.vasp,2.477
8306605.vasp,4.585
1927451.vasp,4.778
8275698.vasp,4.456
8210611.vasp,4.244
8208044.vasp,5.567
8212284.vasp,5.167
8531681.vasp,7.011
8267249.vasp,6.906
8290693.vasp,7.15
1891334.vasp,6.987
8225231.vasp,3.059
8250183.vasp,3.553
9131524.vasp,4.143
8538163.vasp,4.186
8267255.vasp,4.14
8202086.vasp,4.168
8287076.vasp,4.231
8290696.vasp,4.041
4780527.vasp,4.051
9129571.vasp,3.317
1929106.vasp,2.543
7840194.vasp,3.869
8288954.vasp,0.966
9695369.vasp,2.236
8535314.vasp,1.057
8993727.vasp,1.493
8535442.vasp,2.752
2068058.vasp,5.018
8226800.vasp,3.738
8531600.vasp,2.246
8227543.vasp,2.979
8532162.vasp,1.246
8432606.vasp,3.012
9003715.vasp,2.629
2067786.vasp,3.008
8532229.vasp,1.872
9698595.vasp,1.613
1927689.vasp,2.53
8433202.vasp,0.884
8208579.vasp,4.533
5439996.vasp,2.79
5619283.vasp,2.746
6408365.vasp,3.181
5442131.vasp,2.315
5438766.vasp,2.154
5619335.vasp,2.263
6407863.vasp,2.452
5442141.vasp,2.09
8995834.vasp,2.576
9695503.vasp,1.088
8204181.vasp,2.824
9695061.vasp,1.342
8531829.vasp,1.131
9004060.vasp,2.948
8215962.vasp,2.95
1230512.vasp,2.831
5619943.vasp,2.96
7893994.vasp,3.195
5440701.vasp,3.252
9242146.vasp,2.712
6359007.vasp,2.406
9133641.vasp,2.105
5619895.vasp,2.121
5440656.vasp,1.959
6358806.vasp,0.669
5620107.vasp,2.294
5459513.vasp,2.518
6359109.vasp,2.085
5620857.vasp,2.059
5439491.vasp,1.907
6406046.vasp,2.241
8276162.vasp,1.936
6360492.vasp,1.666
5438831.vasp,2.753
8305372.vasp,2.925
2012606.vasp,1.265
8279797.vasp,1.059
2613602.vasp,1.51
2068476.vasp,2.023
2614371.vasp,2.035
8432696.vasp,1.449
8204187.vasp,1.411
8208415.vasp,1.146
8532774.vasp,0.799
8539231.vasp,2.672
8291910.vasp,1.38
8997951.vasp,1.515
8538886.vasp,1.335
8998004.vasp,1.947
8539187.vasp,2.64
8538945.vasp,0.775
8289611.vasp,2.173
8437412.vasp,1.34
8435274.vasp,1.156
8289792.vasp,0.977
8288590.vasp,2
8876010.vasp,0.778
8437394.vasp,0.964
8996201.vasp,3.248
8537908.vasp,2.037
8536128.vasp,0.97
8995243.vasp,1.868
8534456.vasp,2.305
8997429.vasp,0.772
8437398.vasp,2.495
8536122.vasp,2.925
8233670.vasp,1.857
8233674.vasp,2.294
8997093.vasp,4.315
8434696.vasp,3.265
8997537.vasp,4.505
8525529.vasp,0.972
9700012.vasp,1.151
8209134.vasp,0.965
8434699.vasp,0.772
8273281.vasp,0.988
8209137.vasp,2.862
8233360.vasp,0.576
8522142.vasp,1.782
1927935.vasp,1.956
8289799.vasp,2.008
8273287.vasp,2.005
8996131.vasp,0.57
8996218.vasp,1.754
8233363.vasp,0.579
8535317.vasp,3.822
8208869.vasp,2.242
8208872.vasp,1.31
8273293.vasp,1.947
8535320.vasp,3.666
8996379.vasp,2.085
8995620.vasp,1.702
8435283.vasp,3.612
8534415.vasp,1.988
8434725.vasp,0.939
8993221.vasp,3.138
8291893.vasp,2.069
8993222.vasp,0.757
8434708.vasp,1.847
8434728.vasp,2.148
1927738.vasp,1.827
8233377.vasp,3.035
8535785.vasp,0.748
8993223.vasp,1.086
8434711.vasp,2.91
8995554.vasp,1.726
8995571.vasp,1.376
8993796.vasp,2.867
2005337.vasp,4.871
8215584.vasp,4.246
1950209.vasp,3.029
8251392.vasp,3.026
8213070.vasp,3.026
8218756.vasp,4.889
8211959.vasp,3.029
2015705.vasp,1.28
8290554.vasp,2.099
9694514.vasp,2.421
8256269.vasp,2.283
8276931.vasp,2.106
2611305.vasp,2.309
8531925.vasp,4.89
8437610.vasp,4.752
8312005.vasp,3.164
8434404.vasp,3.29
8313227.vasp,3.316
8435421.vasp,4
8312093.vasp,3.802
8437010.vasp,4.09
8874868.vasp,0.966
2001785.vasp,1.151
8256272.vasp,0.975
8276936.vasp,0.777
2611408.vasp,1
2065889.vasp,4.124
8257280.vasp,4.228
8276939.vasp,3.478
8374425.vasp,4.02
2611225.vasp,4.103
8531928.vasp,4.688
4788042.vasp,2.239
8531931.vasp,4.922
4781359.vasp,3.093
8437616.vasp,5.179
8303429.vasp,3.654
8208881.vasp,0.576
8287950.vasp,2.209
8534123.vasp,2.207
2068240.vasp,0.783
8279080.vasp,0.589
2611296.vasp,1.007
8535559.vasp,2.336
9004108.vasp,3.012
8217759.vasp,2.513
2012703.vasp,4.491
8256291.vasp,4.022
2611528.vasp,4.008
9700262.vasp,2.026
7738254.vasp,2.026
8871312.vasp,2.249
8433229.vasp,4.888
8713479.vasp,1.938
8306691.vasp,2.631
2012660.vasp,1.257
8437582.vasp,5.114
9694526.vasp,1.479
8290587.vasp,1.46
2001411.vasp,1.105
8256297.vasp,1.265
8437595.vasp,4.979
4733140.vasp,2.79
8313549.vasp,1.783
2012610.vasp,1.496
8226702.vasp,1.77
1950471.vasp,1.399
8232173.vasp,1.901
2608807.vasp,1.879
8218629.vasp,2.261
2000002.vasp,2.415
9664540.vasp,1.552
7840432.vasp,2.25
8288244.vasp,2.28
1929002.vasp,2.604
1910738.vasp,2.244
8233509.vasp,3.003
8204175.vasp,2.852
8288252.vasp,3.436
1928518.vasp,3.572
7832854.vasp,3.591
1927412.vasp,3.279
7837742.vasp,3.256
1928134.vasp,3.286
8302312.vasp,2.915
5464049.vasp,3.065
7827770.vasp,2.296
8530598.vasp,1.948
4750665.vasp,2.319
9697935.vasp,2.07
1928866.vasp,3.325
1229285.vasp,3.099
8993761.vasp,2.11
8287953.vasp,3.192
8434407.vasp,3.194
8533936.vasp,3.045
8435433.vasp,3.776
8228561.vasp,3.647
8869432.vasp,3.639
8993248.vasp,3.901
2015794.vasp,1.692
2015804.vasp,1.414
2003092.vasp,1.849
9697269.vasp,1.668
6361244.vasp,0.657
8246836.vasp,3.894
8259098.vasp,4.05
9136379.vasp,2.181
8437438.vasp,2.449
7753394.vasp,2.448
8215893.vasp,2.489
7774802.vasp,3.353
8435253.vasp,3.381
8434206.vasp,3.103
8310779.vasp,3.389
8216336.vasp,3.114
1928844.vasp,4.132
8285518.vasp,4.148
8216797.vasp,4.035
7781504.vasp,3.928
8434772.vasp,4.137
8310614.vasp,4.1
8228592.vasp,3.618
9115716.vasp,1.978
8284419.vasp,3.899
9137310.vasp,2.339
7742748.vasp,2.451
8284422.vasp,2.496
7731214.vasp,3.348
8434487.vasp,3.389
8434209.vasp,3.107
8436638.vasp,3.354
8216427.vasp,3.112
7772964.vasp,3.983
9695624.vasp,4.141
8217816.vasp,3.733
7747240.vasp,4.081
8434490.vasp,4.132
8310618.vasp,3.95
8228595.vasp,3.778
8996456.vasp,1.99
8281892.vasp,1.708
8280228.vasp,2.185
8535499.vasp,2.343
8434212.vasp,0.614
8535927.vasp,3.687
7779218.vasp,2.976
8537573.vasp,3.086
8245114.vasp,1.084
2000219.vasp,1.678
2003058.vasp,1.674
8216707.vasp,1.831
1927984.vasp,1.236
1229298.vasp,1.219
8259110.vasp,4.03
8994842.vasp,2.415
8287971.vasp,3.331
9697754.vasp,3.475
8286452.vasp,3.34
8217590.vasp,3.099
7760020.vasp,4.055
8434921.vasp,4.1
8285322.vasp,3.983
8204474.vasp,3.987
7751264.vasp,3.859
8434778.vasp,4.084
8285592.vasp,4.035
8229464.vasp,3.717
9239366.vasp,3.019
9236741.vasp,3.213
8217002.vasp,3.66
8208917.vasp,3.858
8259119.vasp,3.9
9136699.vasp,2.338
8434835.vasp,2.53
7765944.vasp,2.451
8259122.vasp,2.655
7741690.vasp,3.338
8434417.vasp,3.379
8310785.vasp,3.39
8216389.vasp,3.116
1927918.vasp,4.097
8216818.vasp,3.887
7747154.vasp,3.918
9695496.vasp,4.099
8310625.vasp,4.063
8220135.vasp,3.764
9695618.vasp,0.608
9980359.vasp,0.614
1927922.vasp,2.24
8230784.vasp,1.675
8288398.vasp,3.611
8233447.vasp,3.655
8288401.vasp,2.186
8434447.vasp,2.027
8280653.vasp,3.358
8219072.vasp,3.348
8434425.vasp,3.341
8533939.vasp,3.061
8280662.vasp,4.025
8288116.vasp,4.028
1928309.vasp,3.937
8228629.vasp,3.721
8726291.vasp,3.813
8435448.vasp,4.091
6899783.vasp,0.93
7979268.vasp,0.764
5441761.vasp,0.99
7977432.vasp,0.957
7979086.vasp,2.083
9136282.vasp,2.857
8204453.vasp,2.65
9951057.vasp,0.987
5441771.vasp,1.224
1230319.vasp,1.893
1230309.vasp,1.885
5441791.vasp,1.785
5464294.vasp,1.135
8259128.vasp,3.904
1927988.vasp,2.393
8259131.vasp,2.357
7765790.vasp,1.831
8434650.vasp,3.551
8434245.vasp,3.169
8216486.vasp,3.193
8434931.vasp,3.837
8216822.vasp,3.9
8434781.vasp,4.144
8228570.vasp,3.598
8281937.vasp,1.717
6908819.vasp,2.115
5463744.vasp,1.99
9175162.vasp,3.031
6301173.vasp,2.704
9662637.vasp,2.887
4790676.vasp,2.704
9239800.vasp,3.694
9236989.vasp,3.514
903196.vasp,3.669
9235937.vasp,3.281
4796859.vasp,2.983
4796843.vasp,2.983
1089537.vasp,2.981
1927841.vasp,0.835
7784370.vasp,0.758
4792965.vasp,1.071
1927976.vasp,1.584
5464144.vasp,1.218
9664533.vasp,3.096
2001009.vasp,2.288
8217136.vasp,1.695
1928047.vasp,3.668
7679976.vasp,0.611
5204368.vasp,1.228
4046229.vasp,1.536
8228921.vasp,1.083
5464224.vasp,2.924
8287994.vasp,3.507
8534146.vasp,3.651
8218968.vasp,1.954
1927495.vasp,2.106
8280241.vasp,3.215
8219035.vasp,3.217
8990280.vasp,3.368
8533917.vasp,3.242
8280244.vasp,3.806
7783504.vasp,3.853
9695935.vasp,3.88
8216847.vasp,3.841
8288069.vasp,3.708
8993256.vasp,3.87
8530654.vasp,2.003
1229241.vasp,2.171
9662115.vasp,2.316
5464014.vasp,2.148
1229238.vasp,2.995
9175083.vasp,2.296
9238935.vasp,2.281
9175178.vasp,2.089
8288631.vasp,3.393
8288635.vasp,2.073
8434466.vasp,2.191
8219126.vasp,3.255
8991277.vasp,3.254
8533920.vasp,2.987
8312445.vasp,3.824
8435424.vasp,3.89
8216852.vasp,3.719
8871405.vasp,3.644
8993784.vasp,3.901
9238912.vasp,2.746
9236614.vasp,2.748
9239371.vasp,1.718
9238915.vasp,1.581
9236897.vasp,1.383
9239370.vasp,0.596
9236391.vasp,0.596
9236672.vasp,2.552
9236563.vasp,2.105
9239400.vasp,2.831
9236584.vasp,2.833
9136193.vasp,1.062
2000040.vasp,2.449
7762242.vasp,3.244
2003104.vasp,3.096
4046456.vasp,2.851
9664934.vasp,3.713
9697038.vasp,3.889
9664790.vasp,3.887
9239448.vasp,4.022
9236388.vasp,4.023
8233438.vasp,3.692
8284333.vasp,4.179
8434460.vasp,2.253
8288075.vasp,3.264
1927373.vasp,3.506
8533924.vasp,3.106
8286470.vasp,3.44
8216299.vasp,3.023
1928266.vasp,4.157
8285351.vasp,3.969
8217762.vasp,3.728
8869435.vasp,3.838
8208794.vasp,4.021
8284342.vasp,3.546
9664539.vasp,3.848
8311823.vasp,1.577
2023171.vasp,1.869
1229328.vasp,2.873
1928166.vasp,1.905
8216745.vasp,1.887
2000010.vasp,4.176
9660977.vasp,4.23
9694691.vasp,4.255
9660703.vasp,4.485
5204341.vasp,0.953
5204371.vasp,1.585
8275196.vasp,1.727
6848130.vasp,0.783
5464204.vasp,3.107
8259147.vasp,4.049
9136337.vasp,2.178
8218996.vasp,2.151
8209020.vasp,2.306
8290226.vasp,2.316
7732958.vasp,2.443
8259150.vasp,2.486
8242432.vasp,0.781
8288078.vasp,3.237
4796373.vasp,3.413
8434248.vasp,3.121
8242334.vasp,3.11
7734906.vasp,3.969
8994887.vasp,4.098
8285436.vasp,4.144
8216825.vasp,3.872
7746728.vasp,3.905
8434784.vasp,4.12
8242203.vasp,3.614
8534652.vasp,3.889
8259153.vasp,3.9
8434289.vasp,2.449
8533927.vasp,2.34
8259157.vasp,2.342
8534658.vasp,0.616
8260114.vasp,0.78
7772960.vasp,3.34
8208899.vasp,3.555
1927374.vasp,3.111
8216446.vasp,3.102
7748620.vasp,3.99
9695739.vasp,4.115
9004061.vasp,3.949
8533942.vasp,3.891
8216828.vasp,3.893
8312096.vasp,3.966
1927819.vasp,3.99
8208716.vasp,3.615
8310640.vasp,3.953
8228616.vasp,3.613
8208902.vasp,1.859
8281895.vasp,1.712
1928257.vasp,3.104
2015748.vasp,2.41
9239803.vasp,2.405
9236489.vasp,2.404
9239445.vasp,1.666
1928347.vasp,2.217
1928988.vasp,2.826
1928554.vasp,2.935
7765368.vasp,2.49
8216782.vasp,2.788
1928036.vasp,3.395
1927940.vasp,4.271
1229318.vasp,3.849
1928192.vasp,4.107
8310648.vasp,4.093
8280261.vasp,2.293
8990161.vasp,2.438
8231858.vasp,2.296
8217710.vasp,2.102
8434302.vasp,4.446
7752998.vasp,2.704
8996575.vasp,3.702
7759990.vasp,3.562
8284156.vasp,3.623
7772536.vasp,3.093
8435334.vasp,3.289
8219305.vasp,3.126
8217674.vasp,2.899
7837476.vasp,2.327
8277617.vasp,1.992
5463829.vasp,1.99
9662774.vasp,1.794
9695585.vasp,3.172
8277295.vasp,2.986
5463844.vasp,2.989
1229315.vasp,1.666
9238916.vasp,3.028
9237253.vasp,3.03
7673956.vasp,0.564
7673364.vasp,0.564
8637943.vasp,0.706
8288960.vasp,0.599
1927720.vasp,0.599
5187157.vasp,5.092
9699424.vasp,2.371
8219736.vasp,0.938
2005521.vasp,0.777
8203956.vasp,0.629
8312365.vasp,2.421
9236498.vasp,3.103
9236497.vasp,1.888
8312371.vasp,3.43
8232087.vasp,4.284
1929127.vasp,4.442
1950654.vasp,4.001
8223795.vasp,3.923
9141068.vasp,4.401
2612038.vasp,4.249
8551498.vasp,4.04
9614853.vasp,3.869
8165148.vasp,1.62
9627491.vasp,7.535
9406549.vasp,2.052
6311738.vasp,2.289
7733304.vasp,1.391
9242691.vasp,2.543
2069150.vasp,2.6
9238900.vasp,2.556
2005715.vasp,2.529
9238901.vasp,1.849
9238528.vasp,1.511
9238159.vasp,1.346
2611997.vasp,1.853
8430532.vasp,1.187
1926997.vasp,1.044
8203928.vasp,0.751
8877663.vasp,0.623
2612757.vasp,0.895
7742268.vasp,1.474
8350136.vasp,1.248
2005450.vasp,0.616
9240770.vasp,2.14
2004425.vasp,1.949
9239338.vasp,1.958
9239334.vasp,2.165
9241292.vasp,2.14
2612127.vasp,2.13
8288963.vasp,1.191
8206570.vasp,4.569
9128326.vasp,2.467
8279695.vasp,1.968
9694518.vasp,2.245
8252543.vasp,1.803
1950074.vasp,1.545
7919096.vasp,1.803
2612098.vasp,1.961
9617159.vasp,1.576
5183407.vasp,2.935
2005589.vasp,3.492
8531265.vasp,3.663
8288610.vasp,2.517
2067500.vasp,4.252
9184508.vasp,1.953
8279707.vasp,2.012
180818.vasp,2.021
2005719.vasp,2.024
8212880.vasp,1.898
7914486.vasp,1.937
1948828.vasp,1.879
7919084.vasp,1.959
8231113.vasp,1.856
9128531.vasp,1.854
9662618.vasp,1.942
9181828.vasp,2.002
2612191.vasp,2.009
994940.vasp,1.88
7814462.vasp,3.862
8225466.vasp,4.573
2005401.vasp,2.645
8522631.vasp,1.986
8279717.vasp,3.708
9664745.vasp,3.722
8219730.vasp,3.721
2004506.vasp,3.938
8252584.vasp,3.383
7914530.vasp,3.722
9627504.vasp,3.942
8212680.vasp,3.608
2612340.vasp,3.924
9614901.vasp,3.476
1927086.vasp,1.22
8550885.vasp,2.041
2065375.vasp,2.049
1950467.vasp,1.876
8231325.vasp,1.541
180181.vasp,2.053
180182.vasp,2.054
9614870.vasp,1.886
8215971.vasp,3.097
8725588.vasp,1.874
8239468.vasp,2.524
8215974.vasp,2.686
2004714.vasp,1.36
8215947.vasp,2.131
8215996.vasp,3.054
8215999.vasp,2.814
8435397.vasp,1.543
8872367.vasp,0.688
7831344.vasp,3.837
8281185.vasp,1.871
8727121.vasp,1.342
8869437.vasp,1.61
8996874.vasp,0.511
8291914.vasp,1.341
8995580.vasp,0.906
9138287.vasp,1.384
8995464.vasp,2.292
8994781.vasp,3.226
8996368.vasp,1.896
8291916.vasp,1.3
8995525.vasp,0.891
8233401.vasp,0.766
8435310.vasp,0.897
8535341.vasp,1.344
1928053.vasp,1.985
8309395.vasp,2.006
8996245.vasp,0.504
8535350.vasp,1.674
8535353.vasp,2.115
8995558.vasp,0.63
8995514.vasp,1.91
8995515.vasp,3.639
8995608.vasp,1.527
8996254.vasp,3.628
8538978.vasp,1.96
8995640.vasp,0.74
8996077.vasp,1.642
8233404.vasp,2.936
8996207.vasp,0.885
8535431.vasp,2.99
8996271.vasp,0.929
8435298.vasp,1.434
8995652.vasp,1.265
2005358.vasp,5.845
8215252.vasp,4.615
8219982.vasp,3.875
2612457.vasp,5.224
8639162.vasp,2.12
8532041.vasp,2.976
2015702.vasp,1.461
2612523.vasp,1.265
4425471.vasp,2.345
8279213.vasp,2.229
2612912.vasp,2.346
8536805.vasp,4.828
4762508.vasp,1.164
8303833.vasp,1.06
2612422.vasp,1.059
2615467.vasp,3.981
8303836.vasp,4.073
8531940.vasp,4.727
4763313.vasp,2.894
8432728.vasp,4.92
8206498.vasp,1.12
1927004.vasp,0.517
8288088.vasp,2.271
1928074.vasp,0.912
8435487.vasp,2.353
9004055.vasp,2.84
8217788.vasp,2.597
2069494.vasp,4.705
8279240.vasp,3.861
9700089.vasp,2.035
8432858.vasp,1.879
8312099.vasp,2.302
8305933.vasp,2.018
8305943.vasp,2.673
8432989.vasp,4.895
1928637.vasp,1.074
8279246.vasp,0.963
2612978.vasp,0.666
2067643.vasp,1.71
1927257.vasp,2.608
7817322.vasp,0.679
8433144.vasp,1.011
2070222.vasp,1.864
2068149.vasp,3.389
2070027.vasp,2.332
8289183.vasp,0.932
8283472.vasp,1.11
8996877.vasp,1.744
1893139.vasp,2.224
2001266.vasp,2.225
8232201.vasp,1.896
2601151.vasp,2.097
8207801.vasp,2.196
8996698.vasp,1.84
8348523.vasp,1.559
1928175.vasp,1.095
2005369.vasp,1.272
2604075.vasp,1.52
8993210.vasp,1.463
7844774.vasp,1.999
8435166.vasp,1.565
2067610.vasp,1.398
2609621.vasp,1.737
8241852.vasp,0.506
8209078.vasp,2.161
7766216.vasp,1.052
8279726.vasp,1.387
8212928.vasp,1.885
8232099.vasp,1.392
1799972.vasp,1.48
2001015.vasp,1.384
8224193.vasp,1.52
8279934.vasp,1.485
9696806.vasp,2.158
44026.vasp,1.589
44671.vasp,1.478
8232210.vasp,1.392
8385010.vasp,2.039
2608867.vasp,1.391
43343.vasp,1.572
1951796.vasp,0.744
8535413.vasp,0.847
8242966.vasp,0.687
1927995.vasp,1.827
8432783.vasp,2.062
8218790.vasp,2.378
6353933.vasp,0.933
6357369.vasp,1.393
6444339.vasp,1.884
6451261.vasp,1.459
5459003.vasp,0.658
5441126.vasp,1.026
6438241.vasp,0.64
6444365.vasp,0.97
5441111.vasp,0.546
7894068.vasp,0.741
5459023.vasp,0.653
6843397.vasp,1.134
5441116.vasp,1.283
5440726.vasp,1.377
6451011.vasp,2.199
6410925.vasp,1.701
6801867.vasp,0.596
6354635.vasp,0.711
5440736.vasp,0.926
6358933.vasp,1.422
6439269.vasp,0.894
5459523.vasp,1.093
5450086.vasp,1.662
6357287.vasp,0.921
5450076.vasp,1.419
6357558.vasp,0.715
6444698.vasp,1.168
5450186.vasp,0.559
6849786.vasp,0.525
5441096.vasp,0.529
5440646.vasp,0.75
6445017.vasp,0.5
6444360.vasp,0.976
6358929.vasp,2.836
5450161.vasp,1.289
6444134.vasp,0.774
6411136.vasp,1.368
5458993.vasp,1.059
5441121.vasp,2.111
5459308.vasp,0.894
5450141.vasp,0.995
4046043.vasp,1.997
6411104.vasp,0.557
6406216.vasp,0.693
6452153.vasp,0.591
6411083.vasp,1.503
6439492.vasp,0.571
5459323.vasp,0.692
5459473.vasp,0.796
5458858.vasp,0.827
6451059.vasp,0.519
6444191.vasp,0.528
6451300.vasp,2.978
6910119.vasp,0.97
5450196.vasp,1.089
6451212.vasp,2.394
5228602.vasp,2.309
2058958.vasp,1.059
1951791.vasp,1.515
8298075.vasp,1.019
8278989.vasp,3.642
8266666.vasp,2.027
8269184.vasp,2.023
8286943.vasp,3.492
8532253.vasp,3.816
8267264.vasp,3.939
8202348.vasp,3.829
8287089.vasp,3.864
8290705.vasp,3.604
8879018.vasp,3.867
7818582.vasp,3.865
8311560.vasp,0.979
6439620.vasp,1.304
6408563.vasp,1.583
6218174.vasp,1.854
2003230.vasp,0.543
2613312.vasp,0.663
5450666.vasp,2.373
2010227.vasp,0.558
8391739.vasp,0.545
2613572.vasp,0.656
8250343.vasp,0.742
8267306.vasp,1.251
8311572.vasp,1.024
8212387.vasp,0.604
8212833.vasp,1.737
8212742.vasp,1.74
8287104.vasp,1.724
8290724.vasp,2.44
8211066.vasp,1.731
5187778.vasp,2.572
5182730.vasp,2.3
8532837.vasp,2.099
6218101.vasp,2.903
5450061.vasp,1.175
8876821.vasp,2.511
8278998.vasp,0.866
8286961.vasp,0.541
9064152.vasp,0.65
8222808.vasp,1.812
8222771.vasp,1.929
8313667.vasp,1.958
8468741.vasp,3.633
8212348.vasp,1.442
9003964.vasp,1.19
8222319.vasp,0.659
5458833.vasp,0.831
8231071.vasp,1.022
5227242.vasp,2.668
9114972.vasp,3.496
8538153.vasp,4.033
8267385.vasp,4.084
8202443.vasp,3.976
8287117.vasp,4.045
8213384.vasp,4.145
8994760.vasp,3.188
8997737.vasp,1.407
8992798.vasp,1.977
8535296.vasp,0.788
8534588.vasp,1.164
8535436.vasp,3.087
2005620.vasp,6.198
8227048.vasp,4.849
8232264.vasp,4.159
2613833.vasp,5.636
8997020.vasp,2.654
9004575.vasp,2.866
8281898.vasp,2.954
9003993.vasp,1.804
8535567.vasp,1.788
9004642.vasp,1.876
2067413.vasp,1.392
4781270.vasp,2.5
8303887.vasp,2.243
2614040.vasp,2.489
8535597.vasp,2.188
2069394.vasp,1.235
8303892.vasp,0.977
2067839.vasp,4.07
8996956.vasp,0.999
9004500.vasp,0.872
8433106.vasp,2.851
8996934.vasp,2.668
8535576.vasp,2.178
9005007.vasp,2.062
1927989.vasp,0.552
8288091.vasp,2.332
8535582.vasp,2.343
9004063.vasp,2.624
8533948.vasp,2.794
8216455.vasp,2.572
2069776.vasp,2.638
2608267.vasp,2.119
8437502.vasp,1.113
1928317.vasp,2.529
1928235.vasp,2.888
8284345.vasp,2.685
8433103.vasp,4.686
8432861.vasp,1.862
8310654.vasp,2.976
8227561.vasp,2.652
8306771.vasp,2.673
2010217.vasp,0.907
2613783.vasp,1.338
9002657.vasp,1.516
9694421.vasp,1.494
8303516.vasp,0.985
2065271.vasp,2.318
1953027.vasp,1.396
2520184.vasp,2.636
2013101.vasp,1.428
9235461.vasp,1.077
1951984.vasp,1.253
1928700.vasp,2.557
2058689.vasp,1.799
2602224.vasp,1.769
2059155.vasp,2.694
1951668.vasp,2.695
2613891.vasp,2.674
993888.vasp,2.695
2067923.vasp,1.685
2065888.vasp,1.337
9003226.vasp,1.104
8433369.vasp,1.049
8432578.vasp,1.115
9700549.vasp,1.333
9003716.vasp,0.598
4732469.vasp,1.004
2600274.vasp,0.59
1928693.vasp,0.659
8241582.vasp,0.871
8878899.vasp,1.242
7824894.vasp,1.204
6446632.vasp,0.796
5456773.vasp,0.827
8532718.vasp,0.976
8435154.vasp,1.279
8207893.vasp,3.015
8205208.vasp,0.547
46326.vasp,1.001
8432630.vasp,0.779
9701347.vasp,3.178
8539013.vasp,2.666
8291896.vasp,1.386
8997525.vasp,1.484
8538096.vasp,1.342
8539059.vasp,1.947
8538212.vasp,0.782
8434865.vasp,1.184
8994916.vasp,3.215
8992793.vasp,0.795
8534881.vasp,3.297
8291899.vasp,1.351
8208945.vasp,0.96
8208948.vasp,2.864
1928836.vasp,1.96
8309654.vasp,2.021
8437931.vasp,0.569
8993352.vasp,1.749
8208967.vasp,0.578
8534782.vasp,3.778
8208974.vasp,2.246
8535299.vasp,0.927
8992800.vasp,3.745
8534794.vasp,1.918
8534797.vasp,1.711
8434900.vasp,3.645
8538562.vasp,2.07
8434903.vasp,1.292
8208983.vasp,3.009
8996361.vasp,3.061
8434877.vasp,1.72
8434880.vasp,1.167
8534785.vasp,2.75
1927657.vasp,5.885
8226806.vasp,4.657
8232309.vasp,3.906
2614520.vasp,5.194
